,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Item_Fat_Content_regular,Outlet_Location_Type_tier 2,Outlet_Location_Type_tier 3,Outlet_Type_supermarket type1,Outlet_Type_supermarket type2,Outlet_Type_supermarket type3,encoderItem_Type,encoderOutlet_Identifier,Item_Outlet_Sales
4798,-1.3229549714170072,-0.9133493750814201,-0.7732263457995461,1.0948982611062361,1.0,1,1,0,1,0,0,-0.3827257022949668,0.3702599319607758,814.9392
2279,0.30571929145916,-0.9171314644618616,-0.26148914521150074,-0.10122677401991632,2.0,0,0,0,1,0,0,1.324730741640591,0.64643934566533,2490.092
5790,-0.36894955290088005,0.5973182390336262,1.677910259561859,0.018385729492698916,1.0,0,0,1,0,0,0,-0.43564274084668864,-2.6105730504366607,247.0118
5659,1.4775125474529143,0.65524369137313,1.4758788122934825,1.0948982611062361,1.0,0,1,0,1,0,0,1.324730741640591,0.3702599319607758,5375.0034
1922,-0.061205869508581305,0.2983899593341463,-0.3281166055400365,-1.5365768161712994,1.0,0,0,1,0,0,1,1.2224244671072615,0.360736503901998,4434.228
5573,-1.2282646072963,2.46889963045492,-1.6784476541404594,1.3341232681314665,1.0,0,0,1,0,1,0,0.31577920658776115,0.3702599319607758,69.2432
4730,0.22286522285354113,-0.14747440675844403,1.7046278615452577,0.13799823300531416,1.0,0,0,0,1,0,0,-0.35450328173404844,0.3893067880783313,5896.3248
6818,-0.701549456874865,-0.10648171489568477,1.4817783355317253,0.4968357435431599,1.0,0,1,0,1,0,0,0.31577920658776115,0.35121307584322026,6041.4692
7696,1.5011851384830905,0.7126121229904936,-0.48433867122503316,-0.10122677401991632,2.0,0,0,0,1,0,0,0.2311119449050061,0.64643934566533,778.3202
1495,-0.4399673259914108,1.3912458051207295,1.297868225115671,0.7360607505683904,2.0,1,1,0,1,0,0,-0.3827257022949668,0.28454907943177593,4187.2162
1267,-0.7713836004138868,-0.8378138822395053,0.7380476681890058,1.3341232681314665,1.0,0,0,1,0,1,0,-0.7425615644466753,0.3702599319607758,1884.214
3723,0.9803881358192,-1.0139968012461242,1.4188596960011728,0.4968357435431599,1.0,1,1,0,1,0,0,1.2224244671072615,0.35121307584322026,4580.704
6429,1.6550569801792405,-0.2332612864630778,0.8942697338740027,0.7360607505683904,2.0,0,1,0,1,0,0,-2.058431923099491,0.28454907943177593,4138.6128
5472,-0.8495031508134704,-0.06848885193011381,0.11964824045481685,1.3341232681314665,1.0,0,0,1,0,1,0,-0.35450328173404844,0.3702599319607758,1797.66
745,0.9212066582437579,-1.1663298524623178,-1.0926237154704217,0.13799823300531416,1.0,1,0,0,1,0,0,-1.0388969803363173,0.3893067880783313,960.7494
4367,1.1460962730304378,-0.7278144059059579,0.45716694697801463,0.7360607505683904,2.0,0,1,0,1,0,0,1.2224244671072615,0.28454907943177593,5201.2296
3690,-0.6766932362931792,-0.8113125185960203,1.9871516095864432,0.13799823300531416,1.0,0,0,0,1,0,0,-0.3827257022949668,0.3893067880783313,4757.8068
1953,0.30571929145916,-1.3425266333251322,1.659830558867027,0.4968357435431599,1.0,0,1,0,1,0,0,1.2224244671072615,0.35121307584322026,731.0484
109,0.30571929145916,-0.6049977439320444,-1.5872932942687843,-1.2973518091460687,0.0,0,0,1,1,0,0,-1.0706472034673504,0.2369319391378871,812.276
7072,-0.061205869508581305,2.682114734452559,-0.4624668774172377,-1.5365768161712994,2.0,1,0,0,0,0,0,1.324730741640591,-2.620096478495438,335.5632
4581,-0.1322236425991116,-1.1481781316919561,-1.0680551797697921,1.0948982611062361,1.0,0,1,0,1,0,0,-0.43564274084668864,0.3702599319607758,1245.046
3411,-1.2164283117812114,0.19216519992715297,-1.0078332821320735,-0.10122677401991632,2.0,1,0,0,1,0,0,-1.5433727478627322,0.64643934566533,1947.465
2118,-1.0140276584731995,0.13169113751168426,0.8462696498503635,-1.2973518091460687,0.0,1,0,1,1,0,0,-0.35450328173404844,0.2369319391378871,780.3176
3305,0.30571929145916,-0.5646772596823884,-0.26469192655690943,-1.2973518091460687,0.0,0,0,1,1,0,0,-1.825596953471915,0.2369319391378871,1618.5598
4632,-0.9489280331402131,-0.2372317944073607,0.6933336378257557,-1.2973518091460687,0.0,0,0,1,1,0,0,1.324730741640591,0.2369319391378871,2554.0088
3729,1.1816051595757036,-1.1108587085044834,1.1725786216646308,1.3341232681314665,1.0,0,0,1,0,1,0,1.2224244671072615,0.3702599319607758,3408.896
2839,0.42408224661004423,0.3693487601263319,0.3430454420784141,-0.10122677401991632,2.0,0,0,0,1,0,0,0.31577920658776115,0.64643934566533,4711.2008
6322,-1.2164283117812114,0.4824018904312723,-0.33928470409147643,1.0948982611062361,1.0,1,1,0,1,0,0,1.324730741640591,0.3702599319607758,3064.0116
346,-1.5833534727489527,-1.1238691592243386,-1.1874452599825895,0.13799823300531416,1.0,0,0,0,1,0,0,-1.0388969803363173,0.3893067880783313,1937.478
5128,0.6252992703665474,0.2155222427916854,1.9412589556880835,0.13799823300531416,1.0,1,0,0,1,0,0,-0.43564274084668864,0.3893067880783313,1845.5976
1095,-1.145410538690681,0.9455953017991301,0.22205397119291242,0.7360607505683904,2.0,0,1,0,1,0,0,1.2224244671072615,0.28454907943177593,3383.5956
7916,-0.12038734708402342,-1.3425266333251322,-1.0297050759398692,-0.10122677401991632,2.0,1,0,0,1,0,0,-0.43564274084668864,0.64643934566533,1544.656
4634,-0.061205869508581305,1.1948514578017755,1.2184296394055008,-1.5365768161712994,2.0,0,0,0,0,0,0,0.31577920658776115,-2.620096478495438,215.7192
4654,-1.3123023054534275,-1.0282867731691079,0.22260164680297728,-0.10122677401991632,2.0,0,0,0,1,0,0,1.2224244671072615,0.64643934566533,1378.206
1933,-1.4140944468831882,1.5385317236920457,-0.5126160277236459,0.4968357435431599,1.0,1,1,0,1,0,0,-0.3827257022949668,0.35121307584322026,1989.4104
5480,-0.9726006241703898,0.1931318333658468,0.733791171780958,0.4968357435431599,1.0,1,1,0,1,0,0,1.324730741640591,0.35121307584322026,3567.3564
6785,-1.7833868669539468,1.505417289447433,-1.390066019018521,-0.10122677401991632,2.0,1,0,0,1,0,0,-0.35450328173404844,0.64643934566533,862.8768
6491,1.7734199353301248,1.7573484756545454,-0.9529215959650426,-1.2973518091460687,0.0,1,0,1,1,0,0,-1.0388969803363173,0.2369319391378871,1868.2348
5110,-0.9134191465949477,-0.9420121204150615,0.46302483405876665,0.7360607505683904,2.0,0,1,0,1,0,0,0.31577920658776115,0.28454907943177593,4211.185
7537,-1.3040168985928657,-0.7557874879557315,-1.5963955988524359,-1.2973518091460687,0.0,0,0,1,1,0,0,1.324730741640591,0.2369319391378871,587.2356
1,-1.6425349503243947,-0.9466275845899715,-1.477511558092213,1.3341232681314665,1.0,1,0,1,0,1,0,-1.0706472034673504,0.3702599319607758,443.4228
1013,0.3885733600647789,-0.03126742693192179,1.920482513100418,0.7360607505683904,2.0,1,1,0,1,0,0,-1.5433727478627322,0.28454907943177593,3139.9128
6717,0.8028437030928738,-0.8131681385426304,0.47103178742228824,0.13799823300531416,1.0,0,0,0,1,0,0,1.324730741640591,0.3893067880783313,2863.6058
620,-1.1264724658665395,1.4202417689412254,-1.6187734321128058,0.13799823300531416,1.0,1,0,0,1,0,0,-0.3827257022949668,0.3893067880783313,878.856
7530,-0.061205869508581305,2.566259291299153,0.3030523114182965,-1.5365768161712994,2.0,0,0,0,0,0,0,1.2224244671072615,-2.620096478495438,160.4578
7604,-1.5916388796095144,0.2858564796839131,-0.4683664006554803,1.3341232681314665,1.0,0,0,1,0,1,0,-1.0706472034673504,0.3702599319607758,2263.72
4374,-1.5336410315855813,-0.6861345561614876,0.6005362511238864,0.4968357435431599,1.0,0,1,0,1,0,0,-0.35450328173404844,0.35121307584322026,535.3032
67,0.18735633630827578,0.2787243390424958,0.7284809603102703,0.4968357435431599,1.0,1,1,0,1,0,0,-0.35450328173404844,0.35121307584322026,1118.544
2815,-0.04936957399349271,-0.6153285643647838,1.4551440058633072,-0.10122677401991632,2.0,0,0,0,1,0,0,-0.43564274084668864,0.64643934566533,2067.309
7889,0.7673348165476088,0.300576744159286,-0.26098310575892625,0.018385729492698916,1.0,1,0,1,0,0,0,0.2311119449050061,-2.6105730504366607,377.5086
1806,-1.175001277478402,-0.0872662250128451,-1.3127348634336298,-1.2973518091460687,0.0,1,0,1,1,0,0,-1.9208476228650142,0.2369319391378871,171.7764
1632,-1.4993157745918246,0.511442910418424,-0.8606718848732379,0.7360607505683904,2.0,0,1,0,1,0,0,0.31577920658776115,0.28454907943177593,1975.4286
5075,-0.061205869508581305,0.20162401719282572,-1.3527279940937473,-1.5365768161712994,1.0,0,0,1,0,0,1,-1.6492068249661755,0.360736503901998,2597.2858
8027,0.3885733600647789,-0.06956518912554233,0.20123589244775614,-0.10122677401991632,2.0,0,0,0,1,0,0,-0.35450328173404844,0.64643934566533,4921.5936
7885,-0.6766932362931792,0.233722613543272,0.017367418189192275,0.018385729492698916,1.0,0,0,1,0,0,0,0.2311119449050061,-2.6105730504366607,139.818
2266,-1.5774353249914084,0.13807258162980732,-0.3398740158590316,0.13799823300531416,1.0,0,0,0,1,0,0,1.2224244671072615,0.3893067880783313,1205.098
4347,-1.3785855603379227,-1.3425266333251322,1.965827491388713,0.018385729492698916,1.0,0,0,1,0,0,0,0.2311119449050061,-2.6105730504366607,525.982
8317,1.35914959230203,1.7864877608000602,-0.6725469142066259,0.4968357435431599,1.0,0,1,0,1,0,0,-1.9208476228650142,0.35121307584322026,1306.9654
7552,-0.558330281142295,1.0670490249997435,0.3777283612678444,1.0948982611062361,1.0,1,1,0,1,0,0,-0.43564274084668864,0.3702599319607758,2773.057
3398,-0.061205869508581305,1.5444869824744307,-1.4950852193344701,-1.5365768161712994,2.0,0,0,0,0,0,0,0.31577920658776115,-2.620096478495438,141.8154
4431,1.891782890481009,-0.5745407610046344,0.8537705637613106,0.7360607505683904,2.0,0,1,0,1,0,0,0.2311119449050061,0.28454907943177593,2712.4692
6641,-0.061205869508581305,-0.7755110405382372,0.1441751399979561,-1.5365768161712994,2.0,0,0,0,0,0,0,1.2224244671072615,-2.620096478495438,604.5464
7660,0.6252992703665474,0.4201879083622376,-1.4550920886743526,-0.10122677401991632,2.0,1,0,0,1,0,0,0.2311119449050061,0.64643934566533,788.3072
8120,-0.061205869508581305,0.23587884067653184,-1.353823345313877,-1.5365768161712994,1.0,0,0,1,0,0,1,-0.7425615644466753,0.360736503901998,1471.418
898,0.5306089062458399,0.6421629045681351,-0.13674721737052536,1.0948982611062361,1.0,1,1,0,1,0,0,-1.0388969803363173,0.3702599319607758,3047.3666
1577,0.5069363152156632,0.2582473791737064,1.5724266559508255,-1.2973518091460687,0.0,1,0,1,1,0,0,-1.0388969803363173,0.2369319391378871,2133.2232
6836,-0.061205869508581305,0.04246226650135308,-1.3308562002859516,-1.5365768161712994,2.0,0,0,0,0,0,0,-0.35450328173404844,-2.620096478495438,111.8544
1096,-0.4399673259914108,0.8353538487966189,-0.2582863638660921,0.4968357435431599,1.0,0,1,0,1,0,0,-1.5433727478627322,0.35121307584322026,2241.0828
7756,-0.061205869508581305,1.278677798710462,-0.5765051100018573,-1.5365768161712994,1.0,1,0,1,0,0,1,-0.43564274084668864,0.360736503901998,2563.33
1473,0.22286522285354113,-0.021910632927847187,-1.0125958179926964,0.13799823300531416,1.0,1,0,0,1,0,0,1.324730741640591,0.3893067880783313,1593.9252
6457,0.057157085642302936,0.2158729580214709,0.3936589956799069,1.3341232681314665,1.0,0,0,1,0,1,0,-0.35450328173404844,0.3702599319607758,1504.0422
401,-0.5346576901121183,-0.6183360737571085,-0.8713339439721033,0.4968357435431599,1.0,0,1,0,1,0,0,-0.7425615644466753,0.35121307584322026,426.112
2865,-0.2505865977499958,-0.8090237926536153,-0.6079852478458786,0.4968357435431599,1.0,1,1,0,1,0,0,-1.0388969803363173,0.35121307584322026,1629.8784
1262,-0.9299899603160716,-0.7556461997029544,0.18737105200348253,1.0948982611062361,1.0,0,1,0,1,0,0,-0.35450328173404844,0.3702599319607758,3828.35
6087,1.4538399564227371,1.2932777833462255,-0.5440128932526866,0.4968357435431599,1.0,0,1,0,1,0,0,1.2224244671072615,0.35121307584322026,1482.0708
728,1.5722029115736214,0.3527725060548502,0.6288136076224989,-0.10122677401991632,2.0,0,0,0,1,0,0,-0.3827257022949668,0.64643934566533,716.4008
1377,-0.2505865977499958,-1.1667468581688425,-0.3728722720607766,0.7360607505683904,2.0,0,1,0,1,0,0,-0.7425615644466753,0.28454907943177593,2432.8332
2481,0.6726444524269009,1.1781212857863166,-0.0999152318983264,0.4968357435431599,1.0,0,1,0,1,0,0,-0.3827257022949668,0.35121307584322026,1192.4478
6671,-0.061205869508581305,-0.5261919414404229,0.5824149142715646,-1.5365768161712994,2.0,0,0,0,0,0,0,-0.35450328173404844,-2.620096478495438,708.4112
1545,1.2762955236964106,1.3804779357642107,1.3719549631976633,0.018385729492698916,1.0,0,0,1,0,0,0,0.2311119449050061,-2.6105730504366607,677.1186
6408,-0.36894955290088005,0.03459251082167349,0.856973345106719,1.0948982611062361,1.0,0,1,0,1,0,0,0.31577920658776115,0.3702599319607758,3293.7126
1688,-0.061205869508581305,1.1432370518870056,-1.2989116591468461,-1.5365768161712994,1.0,1,0,1,0,0,1,-0.43564274084668864,0.360736503901998,1078.596
4001,-0.40445843944614546,-0.6787674005833287,0.4022552608109837,0.4968357435431599,1.0,0,1,0,1,0,0,-0.7425615644466753,0.35121307584322026,1315.6208
2537,1.5366940250283563,1.0877603837227765,1.3143465351377983,0.4968357435431599,1.0,0,1,0,1,0,0,1.2224244671072615,0.35121307584322026,1789.6704
1170,-1.2472026801204414,1.6481779793936508,0.5168411690056679,1.3341232681314665,1.0,1,0,1,0,1,0,1.324730741640591,0.3702599319607758,2250.404
5460,-0.061205869508581305,-0.3366660719900082,0.13085797516374734,-1.5365768161712994,1.0,0,0,1,0,0,1,1.324730741640591,0.360736503901998,2996.1
7384,0.1518474497630104,-0.8992764079501652,0.6255691901196002,1.3341232681314665,1.0,0,0,1,0,1,0,1.324730741640591,0.3702599319607758,2173.1712
1336,1.8562740039357433,0.7230544132831275,-0.27215120431036616,1.3341232681314665,1.0,1,0,1,0,1,0,1.324730741640591,0.3702599319607758,1981.4208
8455,1.2171140461209686,0.1690693349694254,0.2588443205076215,1.0948982611062361,1.0,0,1,0,1,0,0,-0.3827257022949668,0.3702599319607758,4206.5244
5516,-1.2448354210174237,1.5795991668978442,0.4934096206826584,-1.2973518091460687,0.0,1,0,1,1,0,0,-1.825596953471915,0.2369319391378871,3238.4512
88,-1.551395474858214,1.185788945870709,-0.7188623352425799,-0.10122677401991632,2.0,1,0,0,1,0,0,1.2224244671072615,0.64643934566533,661.8052
6813,-1.6283313957062884,-0.4428560021998054,0.10102086414992044,1.0948982611062361,1.0,0,1,0,1,0,0,1.324730741640591,0.3702599319607758,1765.7016
4046,-0.061205869508581305,0.14258575557403702,0.32441806577351767,-1.5365768161712994,1.0,0,0,1,0,0,1,0.31577920658776115,0.360736503901998,3675.216
8194,-0.061205869508581305,2.682114734452559,0.27751333297000824,-1.5365768161712994,2.0,1,0,0,0,0,0,-0.35450328173404844,-2.620096478495438,469.389
8293,-0.889746555564771,0.3060630409445173,-1.4934838286617658,0.7360607505683904,2.0,0,1,0,1,0,0,0.31577920658776115,0.28454907943177593,850.8924
4563,-0.7950561914440635,-0.4991990877164565,1.3287590511921372,1.0948982611062361,1.0,0,1,0,1,0,0,-1.6492068249661755,0.3702599319607758,4697.8848
6948,0.8265162941230509,-0.758415942323382,-0.6788692045824624,0.018385729492698916,1.0,0,0,1,0,0,0,0.31577920658776115,-2.6105730504366607,386.164
4258,1.5722029115736214,0.351361718207572,0.6192052635862731,-1.2973518091460687,0.0,0,0,1,1,0,0,-0.3827257022949668,0.2369319391378871,2865.6032
5371,1.8089288218753898,1.5812046778865227,-0.7993546360153898,1.3341232681314665,1.0,0,0,1,0,1,0,-1.825596953471915,0.3702599319607758,1427.4752
6857,0.41224595109495565,-0.4610548738173147,-0.4917563128209995,-1.2973518091460687,0.0,1,0,1,1,0,0,1.324730741640591,0.2369319391378871,1627.881
4055,-0.061205869508581305,1.4179070832445013,-0.6543839411968135,-1.5365768161712994,1.0,0,0,1,0,0,1,0.31577920658776115,0.360736503901998,2596.62
219,-1.5478445862036871,-1.3425266333251322,-1.6054146311211064,0.7360607505683904,2.0,0,1,0,1,0,0,-1.0388969803363173,0.28454907943177593,1139.1838
7987,-0.061205869508581305,-0.40272106146233544,-1.547889475376222,-1.5365768161712994,1.0,1,0,1,0,0,1,-0.35450328173404844,0.360736503901998,1222.4088
195,-0.558330281142295,-0.4924263285319572,-1.648104503674058,-0.10122677401991632,2.0,0,0,0,1,0,0,1.324730741640591,0.64643934566533,540.6296
5592,-1.0507201745699735,-0.7096661762697493,1.4460833374371458,-1.2973518091460687,0.0,1,0,1,1,0,0,-0.3827257022949668,0.2369319391378871,3435.528
1640,1.1460962730304378,-0.292176516407101,-0.21083395545251785,1.3341232681314665,1.0,0,0,1,0,1,0,0.31577920658776115,0.3702599319607758,3306.3628
2237,-0.16773252914437695,-0.8945938523912692,0.36967977174683253,1.3341232681314665,1.0,0,0,1,0,1,0,-1.5433727478627322,0.3702599319607758,2311.6576
3977,-0.0020243919331391857,-1.3425266333251322,1.80109243288762,1.3341232681314665,1.0,0,0,1,0,1,0,-1.825596953471915,0.3702599319607758,3795.06
7769,-0.12038734708402342,-0.7923659897955382,-1.3068769763528774,1.3341232681314665,1.0,0,0,1,0,1,0,-0.3827257022949668,0.3702599319607758,926.7936
3883,1.6550569801792405,2.2710487203591176,1.3218474490487455,0.7360607505683904,2.0,0,1,0,1,0,0,1.324730741640591,0.28454907943177593,1779.0176
4918,1.6195480936339748,0.03206552524137343,0.5925709339178552,-0.10122677401991632,2.0,0,0,0,1,0,0,1.2224244671072615,0.64643934566533,3175.866
8229,0.9093703627286693,0.7651541643218612,0.6452919176446263,1.0948982611062361,1.0,0,1,0,1,0,0,-0.3827257022949668,0.3702599319607758,3466.1548
2213,-0.08487846053875807,-0.9175568488903533,0.9390670365522332,0.7360607505683904,2.0,0,1,0,1,0,0,-1.5433727478627322,0.28454907943177593,4379.6324
3410,-1.3785855603379227,-0.8938255769807111,1.9466108033162615,-0.10122677401991632,2.0,0,0,0,1,0,0,0.2311119449050061,0.64643934566533,4207.856
7637,-1.1477777977936985,0.10008370266438738,-1.6491165825792071,-0.10122677401991632,2.0,0,0,0,1,0,0,-1.6492068249661755,0.64643934566533,1366.2216
5793,-0.558330281142295,1.0534961341768574,0.33929498512294076,-0.10122677401991632,2.0,1,0,0,1,0,0,-0.43564274084668864,0.64643934566533,3588.662
5213,-1.3158531941079543,0.4363001290965464,0.11328431392148984,1.0948982611062361,1.0,0,1,0,1,0,0,0.2311119449050061,0.3702599319607758,3251.7672
7923,-0.061205869508581305,-0.4171269801113627,0.4325984112773851,-1.5365768161712994,2.0,0,0,0,0,0,0,1.324730741640591,-2.620096478495438,1010.6844
7084,-0.2505865977499958,-0.22411981329190533,-1.0173999900108093,1.0948982611062361,1.0,0,1,0,1,0,0,-1.6492068249661755,0.3702599319607758,2277.036
7466,-0.061205869508581305,2.2210396816804434,-0.776470763302445,-1.5365768161712994,2.0,0,0,0,0,0,0,1.324730741640591,-2.620096478495438,277.6386
6986,-0.061205869508581305,1.297028678416206,-1.7024685142310243,-1.5365768161712994,2.0,0,0,0,0,0,0,-2.058431923099491,-2.620096478495438,173.108
5001,-0.558330281142295,-1.3425266333251322,-0.9966651835806336,-0.10122677401991632,2.0,1,0,0,1,0,0,-1.825596953471915,0.64643934566533,1438.128
4393,1.5011851384830905,-1.2278541507114011,1.3831646979065937,-1.2973518091460687,0.0,1,0,1,1,0,0,-1.825596953471915,0.2369319391378871,4514.124
7184,0.22286522285354113,-1.3425266333251322,-1.0606375381738258,0.4968357435431599,1.0,1,1,0,1,0,0,1.324730741640591,0.35121307584322026,1669.8264
5176,-1.5229883656220016,-0.03781439188106013,-0.11963795942335252,1.0948982611062361,1.0,0,1,0,1,0,0,-1.9208476228650142,0.3702599319607758,1442.7886
3445,-0.1322236425991116,0.23849318675498782,1.720094092662236,1.0948982611062361,1.0,0,1,0,1,0,0,0.31577920658776115,0.3702599319607758,3202.498
3009,-0.061205869508581305,-0.6001440817274889,1.2653343722090102,-1.5365768161712994,1.0,0,0,1,0,0,1,-0.35450328173404844,0.360736503901998,5695.2532
608,-1.107534393042398,-1.0713620292345003,0.05255637683119714,1.0948982611062361,1.0,0,1,0,1,0,0,0.31577920658776115,0.3702599319607758,2694.4926
8051,-0.6056754632026485,-0.7121971047780338,-0.42142003169448056,1.3341232681314665,1.0,1,0,1,0,1,0,1.324730741640591,0.3702599319607758,2175.8344
3181,-1.0661073587395884,2.50846467434605,0.09141252011369465,0.7360607505683904,2.0,0,1,0,1,0,0,-0.3827257022949668,0.28454907943177593,4414.254
832,-0.061205869508581305,-0.9077666203131519,-0.3670560211375147,-1.5365768161712994,1.0,0,0,1,0,0,1,-0.43564274084668864,0.360736503901998,2251.7356
5850,-0.2032414156896423,-0.9227097629000639,-0.681059907022722,0.13799823300531416,1.0,1,0,0,1,0,0,-1.0388969803363173,0.3893067880783313,1587.2672
4921,1.1579325685455264,0.6722470754401796,1.60757397843534,1.3341232681314665,1.0,0,0,1,0,1,0,-0.7425615644466753,0.3702599319607758,4579.3724
5507,-0.6305316837843343,-1.3425266333251322,0.10687875123067295,0.018385729492698916,1.0,0,0,1,0,0,0,1.2224244671072615,-2.6105730504366607,739.038
405,-0.061205869508581305,0.005718449191364234,-1.467355538445922,-1.5365768161712994,2.0,0,0,0,0,0,0,-0.43564274084668864,-2.620096478495438,48.6034
414,0.6726444524269009,1.9568625415247152,-1.2983639835367813,-0.10122677401991632,2.0,0,0,0,1,0,0,0.31577920658776115,0.64643934566533,829.5868
7729,-0.842401373504417,0.028681281401781923,0.6404877456265137,0.7360607505683904,2.0,0,1,0,1,0,0,0.2311119449050061,0.28454907943177593,2189.1504
2709,1.6195480936339748,-0.24508816056075974,-1.3682358613682157,1.3341232681314665,1.0,0,0,1,0,1,0,1.324730741640591,0.3702599319607758,1018.674
5200,-0.6056754632026485,1.676262490231152,-0.5888101959309173,1.0948982611062361,1.0,0,1,0,1,0,0,-1.0388969803363173,0.3702599319607758,2804.3496
6244,-0.2979317798103498,-1.1412157012425372,1.3212581372811902,1.3341232681314665,1.0,1,0,1,0,1,0,1.2224244671072615,0.3702599319607758,1125.202
2799,1.737911048784859,0.7088930383134706,0.7551569261361786,0.7360607505683904,2.0,0,1,0,1,0,0,0.31577920658776115,0.28454907943177593,3928.8858
8465,0.7436622255174317,0.8541889693454561,0.6410354212365785,0.4968357435431599,1.0,1,1,0,1,0,0,-0.43564274084668864,0.35121307584322026,2726.451
3537,-0.32160437084052657,-0.05111099238495509,-0.5413994236748334,0.018385729492698916,1.0,1,0,1,0,0,0,1.2224244671072615,-2.6105730504366607,542.627
4125,1.8089288218753898,1.569342954055561,-0.8137671520697285,-0.10122677401991632,2.0,0,0,0,1,0,0,-1.825596953471915,0.64643934566533,1159.8236
8356,-0.061205869508581305,1.0710967075448892,1.3159479258105027,-1.5365768161712994,1.0,0,0,1,0,0,1,1.2224244671072615,0.360736503901998,4026.7584
1872,0.7673348165476088,-0.8583412787287626,0.8351431874564137,-0.10122677401991632,2.0,0,0,0,1,0,0,-1.0706472034673504,0.64643934566533,2866.269
8188,-0.995089585649058,0.4686476843842622,-0.33401612877827913,-0.10122677401991632,2.0,1,0,0,1,0,0,1.2224244671072615,0.64643934566533,2423.512
8246,1.891782890481009,-0.6762870524480951,0.6058464625945741,0.7360607505683904,2.0,0,1,0,1,0,0,-0.43564274084668864,0.28454907943177593,4673.916
66,1.5366940250283563,-0.663147511908915,0.5130907120501946,0.7360607505683904,2.0,0,1,0,1,0,0,-1.0388969803363173,0.28454907943177593,4865.6664
7986,-0.12038734708402342,0.7144537989365756,-0.43048070012064177,1.3341232681314665,1.0,0,0,1,0,1,0,1.324730741640591,0.3702599319607758,1593.9252
2234,-0.6530206452630025,-0.7835864445556072,-1.032360181675213,1.0948982611062361,1.0,0,1,0,1,0,0,-1.0388969803363173,0.3702599319607758,1454.773
413,1.5366940250283563,-0.6630190176360042,0.5595310415586199,-0.10122677401991632,2.0,0,0,0,1,0,0,-1.0388969803363173,0.64643934566533,521.3214
1330,1.6195480936339748,-0.009287882923715473,-0.8393477666755073,-0.10122677401991632,2.0,0,0,0,1,0,0,-0.3827257022949668,0.64643934566533,1744.396
5064,1.8089288218753898,-0.5959763863118157,-1.0355213268631311,-0.10122677401991632,2.0,0,0,0,1,0,0,0.2311119449050061,0.64643934566533,2386.2272
6981,0.057157085642302936,0.20925697129652115,0.4417007158610363,0.7360607505683904,2.0,0,1,0,1,0,0,-0.35450328173404844,0.28454907943177593,2005.3896
8249,-0.061205869508581305,1.115612200200944,0.040251290902136964,-1.5365768161712994,1.0,0,0,1,0,0,1,-1.7762077174903081,0.360736503901998,3578.675
5585,-0.9264390716615449,0.46470945916285233,1.9354010686073313,1.3341232681314665,1.0,1,0,1,0,1,0,-0.35450328173404844,0.3702599319607758,1840.937
6562,0.9093703627286693,0.1040490355156908,1.2226861358135486,1.3341232681314665,1.0,0,0,1,0,1,0,-0.35450328173404844,0.3702599319607758,6275.165
1351,1.8089288218753898,-1.3425266333251322,-0.7950981396073417,0.018385729492698916,1.0,0,0,1,0,0,0,1.324730741640591,-2.6105730504366607,89.883
241,0.7081533389721663,-0.919411216135885,-1.5665168516811188,1.0948982611062361,1.0,0,1,0,1,0,0,0.31577920658776115,0.3702599319607758,639.168
5054,-1.2164283117812114,0.1945512463680911,-0.9870152033869175,0.13799823300531416,1.0,1,0,0,1,0,0,-1.5433727478627322,0.3893067880783313,623.1888
7199,-0.9643152173098279,-0.8092533449922114,-0.3297596323702311,-0.10122677401991632,2.0,0,0,0,1,0,0,1.324730741640591,0.64643934566533,1462.0968
6912,-0.7240384183535328,-1.0326964452537448,1.7552414151467504,0.7360607505683904,2.0,1,1,0,1,0,0,-1.0388969803363173,0.28454907943177593,4005.4528
3673,-0.5121687286334501,-0.0977267308113239,0.537069935983269,-1.2973518091460687,0.0,1,0,1,1,0,0,-1.9208476228650142,0.2369319391378871,2460.7968
8457,-1.6709420595606068,1.3462842687364305,-0.81056437072432,0.7360607505683904,2.0,0,1,0,1,0,0,-0.35450328173404844,0.28454907943177593,1516.6924
7189,0.6252992703665474,-0.2442482963639834,-1.5718686993092963,0.4968357435431599,1.0,0,1,0,1,0,0,-1.0706472034673504,0.35121307584322026,1211.756
1791,-0.061205869508581305,0.32119308242510974,-0.6677011060310227,-1.5365768161712994,2.0,0,0,0,0,0,0,-0.43564274084668864,-2.620096478495438,492.692
5689,0.06899338115739152,-0.8334226104854625,0.5930769733704297,1.0948982611062361,1.0,0,1,0,1,0,0,0.31577920658776115,0.3702599319607758,3910.9092
2011,-0.6305316837843343,-0.2824893173595773,-1.7387528240931585,-1.2973518091460687,0.0,0,0,1,1,0,0,-1.5433727478627322,0.2369319391378871,373.5138
2137,1.5722029115736214,-0.7109063298012828,-0.8692265138468243,0.4968357435431599,1.0,1,1,0,1,0,0,-0.3827257022949668,0.35121307584322026,2163.85
3081,1.8562740039357433,-0.4578510600051796,0.596827430325903,1.0948982611062361,1.0,0,1,0,1,0,0,-0.35450328173404844,0.3702599319607758,1239.7196
7563,-0.1322236425991116,-1.148879336254612,-1.1080899465874001,0.4968357435431599,1.0,0,1,0,1,0,0,-0.43564274084668864,0.35121307584322026,1098.57
